event_date,year,month,day,event_type,country,admin1,fatalities,actor1_type,actor2_type,interaction_type,is_terrorist_group_related,terrorist_group_filiation,is_pmc_related
2024-02-04,2024,2,4,Strategic developments,Niger,Tahoua,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2024-02-04,2024,2,4,Violence against civilians,Niger,Tillaberi,3,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2024-02-04,2024,2,4,Violence against civilians,Niger,Tillaberi,3,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2024-02-04,2024,2,4,Battles,Burkina Faso,Sahel,3,Rebel Groups,Rebel Groups,REBELS VERSUS REBELS,1,Islamic State,0
2024-02-04,2024,2,4,Explosions/Remote violence,Burkina Faso,Hauts-Bassins,0,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-02-04,2024,2,4,Explosions/Remote violence,Mali,Kidal,0,State Forces,Civilians,STATE FORCES VERSUS CIVILIANS,0,None,0
2024-02-04,2024,2,4,Explosions/Remote violence,Mali,Kidal,0,State Forces,Civilians,STATE FORCES VERSUS CIVILIANS,0,None,0
2024-02-04,2024,2,4,Violence against civilians,Burkina Faso,Hauts-Bassins,2,Political Militias,Civilians,POLITICAL MILITIA VERSUS CIVILIANS,0,None,0
2024-02-04,2024,2,4,Battles,Burkina Faso,Centre-Est,9,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-02-04,2024,2,4,Battles,Burkina Faso,Centre-Est,0,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2024-02-04,2024,2,4,Explosions/Remote violence,Mali,Mopti,0,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-02-04,2024,2,4,Strategic developments,Niger,Dosso,0,External/Other Forces,None,SOLE OTHER ACTION,0,None,0
2024-02-04,2024,2,4,Violence against civilians,Niger,Tillaberi,3,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2024-02-03,2024,2,3,Battles,Burkina Faso,Centre-Nord,0,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-02-03,2024,2,3,Battles,Burkina Faso,Centre-Nord,0,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-02-03,2024,2,3,Battles,Burkina Faso,Centre-Nord,0,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-02-03,2024,2,3,Battles,Burkina Faso,Est,0,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2024-02-03,2024,2,3,Battles,Burkina Faso,Hauts-Bassins,1,Identity Militias,Rebel Groups,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2024-02-03,2024,2,3,Battles,Burkina Faso,Hauts-Bassins,1,Identity Militias,Rebel Groups,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2024-02-03,2024,2,3,Battles,Burkina Faso,Hauts-Bassins,7,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-02-03,2024,2,3,Battles,Burkina Faso,Hauts-Bassins,6,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-02-03,2024,2,3,Battles,Burkina Faso,Sahel,1,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Islamic State,0
2024-02-03,2024,2,3,Battles,Burkina Faso,Cascades,12,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-02-03,2024,2,3,Strategic developments,Mali,Mopti,0,External/Other Forces,Civilians,OTHER ACTOR VERSUS CIVILIANS,0,None,1
2024-02-03,2024,2,3,Battles,Mali,Koulikoro,0,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-02-03,2024,2,3,Strategic developments,Mali,Mopti,0,External/Other Forces,Civilians,OTHER ACTOR VERSUS CIVILIANS,0,None,1
2024-02-03,2024,2,3,Violence against civilians,Mali,Mopti,2,External/Other Forces,Civilians,OTHER ACTOR VERSUS CIVILIANS,0,None,1
2024-02-03,2024,2,3,Strategic developments,Mali,Mopti,0,External/Other Forces,Civilians,OTHER ACTOR VERSUS CIVILIANS,0,None,1
2024-02-03,2024,2,3,Battles,Mali,Mopti,3,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-02-03,2024,2,3,Battles,Mali,Mopti,3,Rebel Groups,External/Other Forces,REBELS VERSUS OTHERS,1,Al-Qaeda,1
2024-02-03,2024,2,3,Violence against civilians,Mali,Mopti,2,External/Other Forces,Civilians,OTHER ACTOR VERSUS CIVILIANS,0,None,1
2024-02-03,2024,2,3,Battles,Mali,Segou,0,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2024-02-03,2024,2,3,Explosions/Remote violence,Niger,Tillaberi,1,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-02-03,2024,2,3,Battles,Burkina Faso,Centre-Nord,0,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-02-03,2024,2,3,Explosions/Remote violence,Mali,Kidal,4,State Forces,Civilians,STATE FORCES VERSUS CIVILIANS,0,None,0
2024-02-03,2024,2,3,Explosions/Remote violence,Burkina Faso,Sahel,3,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Islamic State,0
2024-02-03,2024,2,3,Explosions/Remote violence,Burkina Faso,Est,3,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-02-03,2024,2,3,Explosions/Remote violence,Mali,Kidal,4,State Forces,Civilians,STATE FORCES VERSUS CIVILIANS,0,None,0
2024-02-03,2024,2,3,Explosions/Remote violence,Mali,Kidal,3,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-02-03,2024,2,3,Strategic developments,Mali,Segou,0,Civilians,None,SOLE CIVILIAN ACTION,0,None,0
2024-02-03,2024,2,3,Battles,Mali,Segou,11,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2024-02-03,2024,2,3,Battles,Mali,Segou,4,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2024-02-03,2024,2,3,Battles,Burkina Faso,Centre-Nord,0,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-02-03,2024,2,3,Battles,Burkina Faso,Centre-Nord,20,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-02-02,2024,2,2,Violence against civilians,Burkina Faso,Est,1,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-02-02,2024,2,2,Violence against civilians,Burkina Faso,Est,1,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-02-02,2024,2,2,Violence against civilians,Mali,Mopti,1,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-02-02,2024,2,2,Battles,Mali,Mopti,0,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2024-02-02,2024,2,2,Explosions/Remote violence,Mali,Koulikoro,0,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,1
2024-02-02,2024,2,2,Explosions/Remote violence,Mali,Segou,3,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,1
2024-02-02,2024,2,2,Battles,Mali,Mopti,1,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-02-02,2024,2,2,Explosions/Remote violence,Mali,Mopti,0,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-02-02,2024,2,2,Violence against civilians,Mali,Mopti,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-02-02,2024,2,2,Violence against civilians,Mali,Mopti,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-02-02,2024,2,2,Battles,Niger,Maradi,1,State Forces,Political Militias,STATE FORCES VERSUS POLITICAL MILITIA,0,None,0
2024-02-02,2024,2,2,Battles,Niger,Tahoua,2,State Forces,Political Militias,STATE FORCES VERSUS POLITICAL MILITIA,0,None,0
2024-02-02,2024,2,2,Battles,Niger,Tillaberi,6,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-02-02,2024,2,2,Explosions/Remote violence,Niger,Tillaberi,10,State Forces,Civilians,STATE FORCES VERSUS CIVILIANS,0,None,0
2024-02-02,2024,2,2,Explosions/Remote violence,Niger,Tillaberi,10,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-02-02,2024,2,2,Violence against civilians,Mali,Menaka,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2024-02-02,2024,2,2,Battles,Mali,Segou,0,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2024-02-02,2024,2,2,Explosions/Remote violence,Burkina Faso,Est,3,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-02-02,2024,2,2,Strategic developments,Niger,Diffa,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2024-02-02,2024,2,2,Violence against civilians,Mali,Segou,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-02-02,2024,2,2,Battles,Mali,Segou,10,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2024-02-02,2024,2,2,Strategic developments,Niger,Diffa,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2024-02-01,2024,2,1,Violence against civilians,Burkina Faso,Boucle du Mouhoun,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-02-01,2024,2,1,Violence against civilians,Mali,Kidal,7,State Forces,Civilians,STATE FORCES VERSUS CIVILIANS,0,None,1
2024-02-01,2024,2,1,Strategic developments,Mali,Menaka,0,External/Other Forces,Civilians,OTHER ACTOR VERSUS CIVILIANS,0,None,1
2024-02-01,2024,2,1,Violence against civilians,Burkina Faso,Boucle du Mouhoun,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-02-01,2024,2,1,Explosions/Remote violence,Burkina Faso,Centre-Est,0,External/Other Forces,Rebel Groups,REBELS VERSUS OTHERS,1,Al-Qaeda,0
2024-02-01,2024,2,1,Explosions/Remote violence,Burkina Faso,Centre-Est,0,External/Other Forces,Rebel Groups,REBELS VERSUS OTHERS,1,Al-Qaeda,0
2024-02-01,2024,2,1,Explosions/Remote violence,Mali,Mopti,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-02-01,2024,2,1,Explosions/Remote violence,Mali,Mopti,1,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-02-01,2024,2,1,Strategic developments,Mali,Mopti,0,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-02-01,2024,2,1,Strategic developments,Niger,Tillaberi,0,Identity Militias,Civilians,IDENTITY MILITIA VERSUS CIVILIANS,0,None,0
2024-02-01,2024,2,1,Explosions/Remote violence,Burkina Faso,Est,0,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-02-01,2024,2,1,Violence against civilians,Burkina Faso,Centre-Est,3,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-02-01,2024,2,1,Strategic developments,Burkina Faso,Est,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-01-31,2024,1,31,Strategic developments,Burkina Faso,Est,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-01-31,2024,1,31,Battles,Burkina Faso,Centre-Nord,9,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2024-01-31,2024,1,31,Violence against civilians,Mali,Tombouctou,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-01-31,2024,1,31,Explosions/Remote violence,Mali,Tombouctou,0,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,1
2024-01-31,2024,1,31,Explosions/Remote violence,Mali,Segou,0,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-01-31,2024,1,31,Violence against civilians,Burkina Faso,Nord,2,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-01-31,2024,1,31,Violence against civilians,Burkina Faso,Nord,0,Identity Militias,Civilians,IDENTITY MILITIA VERSUS CIVILIANS,0,None,0
2024-01-31,2024,1,31,Explosions/Remote violence,Mali,Mopti,0,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-01-31,2024,1,31,Strategic developments,Mali,Mopti,0,Identity Militias,Rebel Groups,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2024-01-31,2024,1,31,Battles,Niger,Tillaberi,50,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-01-31,2024,1,31,Explosions/Remote violence,Burkina Faso,Centre-Nord,3,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-01-31,2024,1,31,Violence against civilians,Mali,Segou,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-01-30,2024,1,30,Strategic developments,Mali,Gao,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2024-01-30,2024,1,30,Violence against civilians,Mali,Segou,16,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-01-30,2024,1,30,Strategic developments,Mali,Gao,0,State Forces,Civilians,STATE FORCES VERSUS CIVILIANS,0,None,1
2024-01-30,2024,1,30,Battles,Mali,Segou,3,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-01-30,2024,1,30,Violence against civilians,Burkina Faso,Est,20,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-01-30,2024,1,30,Battles,Burkina Faso,Cascades,1,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2024-01-30,2024,1,30,Explosions/Remote violence,Burkina Faso,Cascades,1,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-01-30,2024,1,30,Battles,Mali,Mopti,1,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2024-01-30,2024,1,30,Battles,Mali,Mopti,1,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2024-01-30,2024,1,30,Explosions/Remote violence,Burkina Faso,Nord,5,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-01-29,2024,1,29,Violence against civilians,Mali,Gao,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2024-01-29,2024,1,29,Explosions/Remote violence,Niger,Tillaberi,1,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-01-29,2024,1,29,Explosions/Remote violence,Niger,Diffa,3,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Islamic State,0
2024-01-29,2024,1,29,Explosions/Remote violence,Niger,Tillaberi,15,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-01-29,2024,1,29,Explosions/Remote violence,Niger,Tillaberi,21,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-01-29,2024,1,29,Violence against civilians,Niger,Agadez,1,Political Militias,Civilians,POLITICAL MILITIA VERSUS CIVILIANS,0,None,0
2024-01-29,2024,1,29,Battles,Burkina Faso,Boucle du Mouhoun,13,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-01-29,2024,1,29,Strategic developments,Burkina Faso,Centre-Est,0,State Forces,Civilians,STATE FORCES VERSUS CIVILIANS,0,None,0
2024-01-29,2024,1,29,Violence against civilians,Burkina Faso,Hauts-Bassins,1,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-01-29,2024,1,29,Battles,Mali,Mopti,4,Rebel Groups,External/Other Forces,REBELS VERSUS OTHERS,1,Al-Qaeda,1
2024-01-29,2024,1,29,Battles,Mali,Mopti,5,Rebel Groups,External/Other Forces,REBELS VERSUS OTHERS,1,Al-Qaeda,1
2024-01-29,2024,1,29,Strategic developments,Mali,Mopti,0,External/Other Forces,Civilians,OTHER ACTOR VERSUS CIVILIANS,0,None,1
2024-01-29,2024,1,29,Explosions/Remote violence,Niger,Tillaberi,0,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-01-29,2024,1,29,Battles,Mali,Segou,2,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2024-01-29,2024,1,29,Explosions/Remote violence,Mali,Tombouctou,0,Rebel Groups,None,SOLE REBEL ACTION,1,Al-Qaeda,0
2024-01-29,2024,1,29,Battles,Burkina Faso,Centre-Est,8,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-01-29,2024,1,29,Battles,Niger,Diffa,1,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Islamic State,0
2024-01-28,2024,1,28,Strategic developments,Mali,Menaka,0,Civilians,None,SOLE CIVILIAN ACTION,0,None,0
2024-01-28,2024,1,28,Battles,Mali,Segou,8,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2024-01-28,2024,1,28,Battles,Mali,Segou,12,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2024-01-28,2024,1,28,Battles,Mali,Kayes,0,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-01-28,2024,1,28,Explosions/Remote violence,Mali,Segou,0,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-01-28,2024,1,28,Violence against civilians,Mali,Tombouctou,2,State Forces,Civilians,STATE FORCES VERSUS CIVILIANS,0,None,1
2024-01-28,2024,1,28,Battles,Mali,Gao,2,State Forces,Political Militias,STATE FORCES VERSUS POLITICAL MILITIA,0,None,1
2024-01-28,2024,1,28,Violence against civilians,Burkina Faso,Centre-Est,3,State Forces,Civilians,STATE FORCES VERSUS CIVILIANS,0,None,0
2024-01-28,2024,1,28,Violence against civilians,Burkina Faso,Sahel,1,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-01-28,2024,1,28,Battles,Niger,Tillaberi,21,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Islamic State,0
2024-01-28,2024,1,28,Explosions/Remote violence,Mali,Segou,0,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,1
2024-01-28,2024,1,28,Explosions/Remote violence,Mali,Segou,3,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-01-28,2024,1,28,Violence against civilians,Burkina Faso,Centre-Est,8,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-01-27,2024,1,27,Violence against civilians,Burkina Faso,Est,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-01-27,2024,1,27,Violence against civilians,Mali,Mopti,18,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-01-27,2024,1,27,Violence against civilians,Mali,Mopti,5,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-01-27,2024,1,27,Explosions/Remote violence,Burkina Faso,Est,10,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-01-27,2024,1,27,Strategic developments,Mali,Kidal,0,State Forces,Civilians,STATE FORCES VERSUS CIVILIANS,0,None,1
2024-01-26,2024,1,26,Explosions/Remote violence,Mali,Segou,0,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-01-26,2024,1,26,Strategic developments,Niger,Diffa,0,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Islamic State,0
2024-01-26,2024,1,26,Explosions/Remote violence,Niger,Diffa,0,Rebel Groups,None,SOLE REBEL ACTION,1,Islamic State,0
2024-01-26,2024,1,26,Violence against civilians,Mali,Koulikoro,25,State Forces,Civilians,STATE FORCES VERSUS CIVILIANS,0,None,1
2024-01-25,2024,1,25,Battles,Burkina Faso,Nord,9,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2024-01-25,2024,1,25,Battles,Burkina Faso,Nord,1,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2024-01-25,2024,1,25,Violence against civilians,Mali,Segou,1,Identity Militias,Civilians,IDENTITY MILITIA VERSUS CIVILIANS,0,None,0
2024-01-25,2024,1,25,Violence against civilians,Mali,Segou,0,Identity Militias,Civilians,IDENTITY MILITIA VERSUS CIVILIANS,0,None,0
2024-01-25,2024,1,25,Explosions/Remote violence,Mali,Segou,0,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,1
2024-01-25,2024,1,25,Battles,Mali,Tombouctou,0,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-01-25,2024,1,25,Violence against civilians,Mali,Tombouctou,6,State Forces,Civilians,STATE FORCES VERSUS CIVILIANS,0,None,1
2024-01-25,2024,1,25,Battles,Niger,Tahoua,2,State Forces,Political Militias,STATE FORCES VERSUS POLITICAL MILITIA,0,None,0
2024-01-25,2024,1,25,Battles,Burkina Faso,Centre-Nord,14,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-01-25,2024,1,25,Explosions/Remote violence,Niger,Diffa,5,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Islamic State,0
2024-01-25,2024,1,25,Explosions/Remote violence,Niger,Diffa,5,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Islamic State,0
2024-01-25,2024,1,25,Violence against civilians,Mali,Gao,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2024-01-24,2024,1,24,Violence against civilians,Mali,Gao,0,Political Militias,Civilians,POLITICAL MILITIA VERSUS CIVILIANS,0,None,0
2024-01-24,2024,1,24,Violence against civilians,Mali,Menaka,1,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2024-01-24,2024,1,24,Explosions/Remote violence,Burkina Faso,Est,1,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-01-23,2024,1,23,Strategic developments,Burkina Faso,Boucle du Mouhoun,0,Civilians,None,SOLE CIVILIAN ACTION,0,None,0
2024-01-23,2024,1,23,Strategic developments,Burkina Faso,Hauts-Bassins,0,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-01-23,2024,1,23,Violence against civilians,Mali,Mopti,1,Identity Militias,Civilians,IDENTITY MILITIA VERSUS CIVILIANS,0,None,0
2024-01-23,2024,1,23,Explosions/Remote violence,Mali,Tombouctou,0,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,1
2024-01-23,2024,1,23,Explosions/Remote violence,Mali,Gao,0,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Islamic State,0
2024-01-22,2024,1,22,Battles,Burkina Faso,Sahel,0,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Islamic State,0
2024-01-22,2024,1,22,Explosions/Remote violence,Burkina Faso,Sahel,2,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Islamic State,0
2024-01-22,2024,1,22,Battles,Burkina Faso,Sahel,3,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-01-22,2024,1,22,Battles,Burkina Faso,Est,5,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2024-01-22,2024,1,22,Strategic developments,Mali,Tombouctou,0,External/Other Forces,Civilians,OTHER ACTOR VERSUS CIVILIANS,0,None,1
2024-01-22,2024,1,22,Explosions/Remote violence,Mali,Koulikoro,3,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-01-22,2024,1,22,Violence against civilians,Mali,Koulikoro,7,External/Other Forces,Civilians,OTHER ACTOR VERSUS CIVILIANS,0,None,1
2024-01-22,2024,1,22,Strategic developments,Mali,Tombouctou,0,External/Other Forces,Civilians,OTHER ACTOR VERSUS CIVILIANS,0,None,1
2024-01-22,2024,1,22,Violence against civilians,Mali,Tombouctou,0,External/Other Forces,Civilians,OTHER ACTOR VERSUS CIVILIANS,0,None,1
2024-01-22,2024,1,22,Strategic developments,Mali,Tombouctou,0,External/Other Forces,Civilians,OTHER ACTOR VERSUS CIVILIANS,0,None,1
2024-01-22,2024,1,22,Battles,Niger,Diffa,10,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Islamic State,0
2024-01-22,2024,1,22,Explosions/Remote violence,Burkina Faso,Boucle du Mouhoun,1,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-01-22,2024,1,22,Explosions/Remote violence,Burkina Faso,Sahel,3,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Islamic State,0
2024-01-21,2024,1,21,Violence against civilians,Burkina Faso,Est,1,State Forces,Civilians,STATE FORCES VERSUS CIVILIANS,0,None,0
2024-01-21,2024,1,21,Battles,Burkina Faso,Nord,0,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2024-01-21,2024,1,21,Battles,Burkina Faso,Sahel,5,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Islamic State,0
2024-01-21,2024,1,21,Battles,Burkina Faso,Est,20,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2024-01-21,2024,1,21,Violence against civilians,Mali,Segou,1,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-01-21,2024,1,21,Violence against civilians,Mali,Gao,0,Political Militias,Civilians,POLITICAL MILITIA VERSUS CIVILIANS,0,None,0
2024-01-21,2024,1,21,Strategic developments,Mali,Mopti,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-01-21,2024,1,21,Battles,Mali,Mopti,5,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
